,label,text,target,word_count,char_count,numerics,upper,bangs,flag_words,links,stp_wrd_cnt,text_corr
456,ham,si si think ill make oreo truffles,0,10,47,0,1,0,0,0,1,si si think ill make oreo truffles
457,ham,look amy ure beautiful intelligent woman like lot know dont like like dont worry,0,25,115,0,25,0,0,0,0,look amy ure beautiful intelligent woman like lot know dont like like dont worry
458,ham,hope thats result consistently intelligent kind start asking pract um links keep ears open best ttyl,0,28,158,0,1,0,0,0,12,hope thats result consistently intelligent kind start asking pract um links keep ears open best ttyl
459,ham,120 cost guess isnt bad miss ya need ya want ya love ya,0,17,79,0,0,0,0,0,2,1 20 cost guess isnt bad miss ya need ya want ya love ya
460,ham,going thru different feelingwavering decisions coping individualtime heal everything believe,0,22,142,0,0,0,0,0,12,going thru different feeling wavering decisions coping individual time heal everything believe
461,ham,phone gonna die stay,0,15,62,0,0,0,0,0,7,phone gonna die stay
462,ham,great never better day gives even reasons thank god,0,13,71,0,0,0,0,0,3,great never better day gives even reasons thank god
463,spam,upgrdcentre orange customer may claim free camera phone upgrade loyalty 0207 153 9153 offer ends 26th july tcs apply optout available,1,29,175,2,3,0,1,0,7,up grdcent re orange customer may claim free camera phone upgrade loyalty 0207 153 91 53 offer ends 26th july tcs apply optout available
464,ham,sorry ill later bye,0,6,29,0,0,0,0,0,0,sorry ill later bye
465,ham,way railway,0,8,29,0,0,0,0,0,5,way railway
466,ham,great princess love giving receiving oral doggy style fave position enjoy making love times per night,0,28,148,0,2,1,0,0,4,great princess love giving receiving oral doggy style fave position enjoy making love times per night
467,ham,put stuff roads keep getting slippery,0,16,83,0,0,0,0,0,8,put stuff roads keep getting slippery
468,ham,going ride bike,0,8,37,0,0,0,0,0,4,going ride bike
469,ham,yup need ill jus wait rain stop,0,11,44,2,0,0,0,0,1,yup need ill jus wait rain stop
470,ham,many company tell language,0,8,45,0,0,0,0,0,3,many company tell language
471,spam,okmail dear dave final not collect tenerife holiday 5000 cash award 09061743806 landline tcs sae box326 cw25wx 150ppm,1,27,161,1,3,1,1,0,7,okmail dear dave final not collect tenerife holiday 5000 cash award 09061743806 landline tcs sae box326 cw25wx 150ppm
472,ham,long since screamed princess,0,9,50,0,0,0,0,0,4,long since screamed princess
473,ham,nothing meant money enters account bank remove flat rate someone transfered account dollars got removed banks differ charges also differbe sure trust 9ja person sending account details cos,0,53,298,0,1,0,0,0,17,nothing meant money enters account bank remove flat rate someone transfered account dollars got removed banks differ charges also differ be sure trust 9ja person sending account details cos
474,spam,want laid tonight want real dogging locations sent direct ur mob join uks largest dogging network txting moan 69888nyt ec2a 31pmsg150p,1,27,159,2,1,0,0,0,3,want laid tonight want real dogging locations sent direct ur mob join uks largest dogging network txting moan 69 88 8nyt ec2a 31pmsg150p
475,ham,n line said broken heart plz cum 1 times infront wise trust good 9t,0,26,125,1,2,0,0,0,8,n line said broken heart plz cum 1 times infront wise trust good 9t
476,ham,gonna head usf like fifteen minutes,0,11,51,0,0,0,0,0,3,gonna head usf like fifteen minutes
477,ham,love aathilove lot,0,5,28,0,0,0,0,0,1,love aathilove lot
478,ham,tension ahwhat machiany problem,0,4,34,0,0,0,0,0,0,tension ahwhat machiany problem
479,ham,k p k another 8th youre done,0,10,46,0,2,0,0,0,4,k p k another 8th youre done
480,ham,whenre guys getting back g said thinking staying mcr,0,15,81,0,1,0,0,0,6,whenre guys getting back g said thinking staying mcr
481,ham,almost sec,0,7,28,0,0,0,0,0,2,almost sec
482,ham,yo carlos friends already asking working weekend,0,17,90,0,0,0,0,0,9,yo carlos friends already asking working weekend
483,ham,watching tv lor,0,3,18,0,0,0,0,0,0,watching tv lor
484,ham,thank baby cant wait taste real thing,0,11,54,0,1,1,0,0,3,thank baby cant wait taste real thing
485,ham,change fb jaykwon thuglyfe falconerf,0,9,55,0,0,0,0,0,3,change fb jaykwon thug lyfe falconerf
486,ham,win really 1 side long time,0,11,45,1,0,0,1,0,4,win really 1 side long time
487,spam,free message activate 500 free messages replying message word free terms conditions visit www07781482378com,1,23,146,1,4,0,3,2,6,free message activate 500 free messages replying message word free terms conditions visit www07781482378com
488,ham,dear reached railway happen,0,7,40,0,0,0,0,0,2,dear reached railway happen
489,ham,depends quality want type sent boye faded glory 6 want ralphs maybe,0,22,107,1,0,0,0,0,7,depends quality want type sent boye faded glory 6 want ralphs maybe
490,ham,think ive fixed send test message,0,11,50,0,1,0,0,0,4,think ive fixed send test message
491,ham,sorry man accounts dry would want could trade back half could buy shit credit card,0,26,120,0,2,0,0,0,9,sorry man accounts dry would want could trade back half could buy shit credit card
492,spam,congrats 1 year special cinema pass 09061209465 c suprman v matrix3 starwars3 etc free bx420ip45we 150pm miss,1,27,160,4,3,4,1,0,3,congrats 1 year special cinema pass 09061209465 c suprman v matrix3 starwars3 etc free bx420ip45we 150pm miss
493,ham,sorryin meeting ill later,0,5,32,0,0,0,0,0,0,sorryin meeting ill later
494,ham,class reunion,0,7,34,0,0,0,0,0,1,class reunion
495,ham,free nowcan,0,7,32,0,0,0,1,0,2,free nowc an
496,ham,got meh,0,3,16,0,0,0,0,0,0,got meh
497,ham,nope think monday sorry replied late,0,14,67,0,0,0,0,0,7,nope think monday sorry replied late
498,ham,told accenture confirm true,0,11,55,0,0,0,0,0,5,told accenture confirm true
499,ham,kate jackson rec center 7ish right,0,7,43,0,0,0,0,0,1,kate jackson rec center 7ish right
500,ham,dear reache room,0,5,23,0,0,0,0,0,2,dear reache room
501,ham,fighting world easy either win lose bt fightng some1 close dif ult lose lose win still lose,0,35,149,0,0,0,2,0,11,fighting world easy either win lose bt fightng some1 close dif ult lose lose win still lose
502,ham,come,0,5,20,0,0,0,0,0,1,come
503,ham,check nuerologist,0,3,23,0,0,0,0,0,1,check nuerologist
504,ham,loln went fish water,0,8,40,0,1,0,0,0,3,loln went fish water
505,spam,123 congratulations weeks competition draw 1450 prize claim 09050002311 b4280703 tcsstop sms 08718727868 18 150ppm,1,27,169,2,1,0,1,0,8,123 congratulations weeks competition draw 1450 prize claim 09050002311 b4280703 tcsstop sms 08718727868 18 150ppm
506,ham,waiting car dats bored wat cos wait outside got nothing home stuff watch tv wat,0,26,117,1,0,0,0,0,6,waiting car dats bored wat cos wait outside got nothing home stuff watch tv wat
507,ham,maybe westshore hyde park village place near house,0,11,62,0,0,0,0,0,3,maybe west shore hyde park village place near house
508,ham,know hows anthony bringing money ive school fees pay rent stuff like thats need help friend need,0,32,166,0,1,0,0,0,9,know hows anthony bringing money ive school fees pay rent stuff like thats need help friend need
509,ham,whats signif ance,0,3,24,0,0,0,0,0,1,whats signif ance
510,ham,opinion 1 jada 3 kusruthi lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,0,26,136,0,0,0,0,0,1,opinion 1 jada 3 kusruthi lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
511,ham,8 latest gs still scrounge ammo want give new ak try,0,23,99,1,0,0,0,0,12,8 latest gs still scrounge ammo want give new ak try
512,ham,prabhaim sorydarealyfrm heart sory,0,5,45,0,0,0,0,0,0,prabhaim sorydarealyfrm heart sory
513,ham,lol forgiven,0,5,23,0,0,0,0,0,1,lol forgiven
514,ham,nojst change tat,0,4,25,0,0,0,0,0,0,nojst change tat
515,spam,guaranteed latest nokia phone 40gb ipod mp3 player 500 prize word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,1,25,147,0,3,2,0,0,6,guaranteed latest nokia phone 40gb ipod mp3 player 500 prize word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
516,ham,sno competition,0,4,26,0,0,0,0,0,1,sno competition
517,spam,boltblue tones 150p reply poly mono eg poly3 1 cha cha slide yeah 3 slow jamz 6 tox 8 come stop tones,1,32,146,1,5,0,0,0,4,bolt blue tones 150p reply poly mono eg poly3 1 cha cha slide yeah 3 slow jamz 6 tox 8 come stop tones
518,spam,credits topped httpwwwbubbletextcom renewal pin tgxxrz,1,13,89,0,0,0,0,3,5,credits topped http www bubble text com renewal pin tg xxrz
519,ham,way transport less problemat sat night way want ask and join bday feel free need know definite nos booking fri,0,38,168,0,0,0,1,0,11,way transport less problem at sat night way want ask and join bday feel free need know definite nos booking fri
520,ham,usually person unconscious thats children adults may behave abnormally ill,0,20,117,0,0,0,0,0,9,usually person unconscious thats children adults may behave abnormally ill
521,ham,thats ebay might less elsewhere,0,9,46,0,0,0,0,0,3,thats ebay might less elsewhere
522,ham,shall come p kle,0,6,26,0,0,0,0,0,2,shall come p kle
523,ham,gonna tacos,0,6,28,0,0,0,0,0,1,gonna tacos
524,ham,thats rude campus,0,6,32,0,0,0,0,0,3,thats rude campus
525,spam,urgent mobile awarded 2000 bonus caller prize 020903 2nd attempt contact 08718729755 box95qu,1,24,144,0,3,3,1,0,6,urgent mobile awarded 2000 bonus caller prize 020903 2nd attempt contact 08 71 87 29 75 5 box95qu
526,ham,hi wont b ard christmas enjoy and merry xmas,0,13,57,1,0,0,0,0,3,hi wont b ard christmas enjoy and merry xmas
527,spam,todays offer claim 150 worth discount vouchers yes 85023 savamob member offers mobile cs 08717898035 300 sub 16 unsub reply x,1,28,158,2,3,4,0,0,2,todays offer claim 150 worth discount vouchers yes 85023 savamob member offers mobile cs 08717898035 300 sub 16 unsub reply x
528,ham,yes pretty lady like single,0,9,42,0,0,1,0,0,3,yes pretty lady like single
529,spam,recieve tone within next 24hrs terms conditions please channel teletext pg 750,1,20,111,1,1,0,0,0,4,recieve tone within next 24hrs terms conditions please channel teletext pg 750
530,ham,jay says youre doublefaggot,0,6,36,0,0,0,0,0,3,jay says youre double faggot
531,spam,private 2003 account statement 07815296484 shows 800 unredeemed sim points 08718738001 identifier code 41782 expires 181104,1,20,146,5,2,1,0,0,1,private 2003 account statement 07 81 52 96 48 4 shows 800 unredeemed sim points 08718738001 identifier code 4 17 82 expires 18 11 04
532,ham,todaysundaysunday holidayso work,0,6,50,0,0,0,0,0,2,todaysundaysunday holidayso work
533,ham,gudnitetcpract going,0,3,33,0,0,0,0,0,1,gudnitetcpract going
534,ham,ill late,0,3,15,0,0,0,0,0,1,ill late
535,ham,ive called hoping l8r malaria know miss guys miss bani big pls give love especially great day,0,38,177,0,1,0,0,0,17,ive called hoping l8r malaria know miss guys miss bani big pls give love especially great day
536,ham,good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea,0,34,160,0,2,1,0,0,12,good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea
537,ham,probably gonna later tonight lt,0,12,63,0,0,0,0,0,5,probably gonna later tonight lt
538,ham,maybe fat fingers press buttons doesnt know,0,17,84,0,0,0,0,0,9,maybe fat fingers press buttons doesnt know
539,ham,ummmmmaah many many happy returns day dear sweet heart happy birthday dear,0,15,84,0,2,0,0,0,3,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
540,ham,tirupur the started off,0,12,57,0,1,0,0,0,5,tirupur the started off
541,spam,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop stop,1,10,96,0,0,0,0,2,1,www applause store com monthly subscription5 0pmsg max 6month tcsc web age16 2stop stop
542,ham,famous quote develop ability listen anything unconditionally without losing temper self confidence means married,0,27,169,0,2,0,0,0,10,famous quote develop ability listen anything unconditionally without losing temper self confidence means married
543,ham,going college pa else ill come self pa,0,17,76,0,0,0,0,0,6,going college pa else ill come self pa
544,ham,oclock mine bash flat plan,0,11,47,1,0,0,0,0,4,oclock mine bash flat plan
545,ham,girl stay bed girl doesnt need recovery time id rather pass fun cooped bed,0,26,130,0,0,0,0,0,11,girl stay bed girl doesnt need recovery time id rather pass fun cooped bed
546,ham,special,0,4,23,0,0,0,0,0,1,special
547,ham,know need hotel got invitation apologise cali sweet come english blokes weddin,0,32,149,0,2,0,0,0,16,know need hotel got invitation apologise cali sweet come english blokes weddin
548,ham,sorry took long omw,0,7,32,0,0,0,0,0,3,sorry took long omw
549,ham,wait min,0,5,22,0,0,0,0,0,0,wait min
550,ham,give 5 minutes think btw youre alibi cutting hair whole time,0,22,101,1,3,0,0,0,6,give 5 minutes think btw youre alibi cutting hair whole time
551,ham,imagine finally sink bath put paces maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,0,56,281,0,2,0,0,0,27,imagine finally sink bath put paces maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck
552,ham,hurry ive weeddef ient like three days,0,9,54,0,0,0,0,0,2,hurry ive weed def ient like three days
553,ham,sure acknowledgement astoundingly tactless generally faggy demand blood oath fo,0,21,120,0,1,0,0,0,9,sure acknowledgement astoundingly tactless generally faggy demand blood oath fo
554,ham,every night take warm bath drink cup milk youll work mag still need loose weight know,0,30,138,0,0,0,0,0,11,every night take warm bath drink cup milk youll work mag still need loose weight know
555,ham,i‘ll look frying pan case it‘s cheap book perhaps that‘s silly frying pan isn‘t likely book,0,28,127,0,0,0,0,0,11,i‘ll look frying pan case it‘s cheap book perhaps that‘s silly frying pan isn‘t likely book
556,ham,well uv causes mutations sunscreen like essential thesedays,0,10,66,0,1,0,0,0,1,well uv causes mutations sunscreen like essential these days
557,ham,lunchyou onlinewhy,0,6,40,0,0,0,0,0,3,lunch you online why
558,ham,know friend already told,0,8,40,0,1,0,0,0,2,know friend already told
559,ham,hi princess thank p s pretty,0,14,70,0,0,1,0,0,6,hi princess thank p s pretty
560,ham,aiyo always c ex one dunno abt mei reply first time reply fast lucky workin huh got bao sugardad ahgee,0,33,160,0,3,0,0,0,7,aiyo always c ex one dunno abt mei reply first time reply fast lucky workin huh got bao sugar dad ahgee
561,ham,hi msg meim off,0,5,26,0,0,0,0,0,1,hi msg meim off
562,ham,thanx brownie v n,0,7,32,1,0,0,0,0,1,thanx brownie v n
563,ham,geeeee love much barely stand,0,12,51,0,2,0,0,0,4,geeeee love much barely stand
564,spam,gent trying contact last weekends draw shows 1000 prize guaranteed 09064012160 claim code k52 valid 12hrs 150ppm,1,28,159,0,3,1,1,0,6,gent trying contact last weekends draw shows 1000 prize guaranteed 09064012160 claim code k52 valid 12hrs 150ppm
565,ham,fuck babe miss already know cant let send money towards net need want crave,0,34,146,0,4,0,0,0,10,fuck babe miss already know cant let send money towards net need want crave
566,ham,ill 2mrw ninish address ky amer an freek wont stop callin bad jen k eh,0,22,103,1,0,0,0,0,5,ill 2mrw ninish address ky amer an freek wont stop callin bad jen k eh
567,ham,oooh bed ridden ey thinking,0,9,45,0,1,0,0,0,1,oooh bed ridden ey thinking
568,ham,anyways gym whatever love smiles hope good day babe miss much already,0,31,142,0,2,0,0,0,13,anyways gym whatever love smiles hope good day babe miss much already
569,ham,love daddy make scream pleasure going slap ass d k,0,19,92,0,1,3,0,0,8,love daddy make scream pleasure going slap ass d k
570,ham,wot wanna missy,0,6,26,0,6,0,0,0,0,wot wanna missy
571,ham,yar lor wait mum finish sch lunch lor whole morning stay home clean room room quite clean hee,0,28,134,2,1,0,0,0,7,yar lor wait mum finish sch lunch lor whole morning stay home clean room room quite clean hee
572,ham,know lab goggles went,0,8,37,0,0,0,0,0,3,know lab goggles went
573,ham,open door,0,5,22,0,0,0,0,0,2,open door
574,ham,waiting,0,4,22,0,0,0,0,0,2,waiting
575,ham,nope waiting sch daddy,0,8,33,1,0,0,0,0,2,nope waiting sch daddy
576,spam,1000 cash 2000 prize claim call09050000327,1,12,69,0,0,1,2,0,4,1000 cash 2000 prize claim call09050000327
577,ham,tired arguing week week want ill,0,23,109,0,0,0,0,0,13,tired arguing week week want ill
578,ham,wait sch finish ard 5,0,10,35,1,1,0,0,0,3,wait sch finish ard 5
579,spam,mobile number 5000 claim calls us back ring claims hot line 09050005321,1,19,99,0,0,0,1,0,7,mobile number 5000 claim calls us back ring claims hot line 09 05 00 05 32 1
580,ham,arngd marriage are walkin unfortuntly snake bites bt love marriage dancing frnt snake amp sayin bite bite,0,28,140,0,0,0,0,0,7,arngd marriage are walkin unfortuntly snake bites bt love marriage dancing frnt snake amp sayin bite bite
581,ham,huh early dinner outside izzit,0,9,50,0,0,0,0,0,2,huh early dinner outside izzit
582,ham,anyway need change said,0,10,46,0,0,0,0,0,5,anyway need change said
583,spam,tried contact reply offer 750 mins 150 textand new video phone 08002988890 reply free delivery tomorrow,1,29,149,3,0,0,1,0,11,tried contact reply offer 750 mins 150 text and new video phone 08 00 29 88 89 0 reply free delivery tomorrow
584,ham,exwife able kids want kids one day,0,14,63,0,0,0,0,0,6,exwife able kids want kids one day
585,ham,hows scotland hope showing jjc tendencies take care live dream,0,17,95,0,1,0,0,0,6,hows scotland hope showing jjc tendencies take care live dream
586,ham,tell headache want use 1 hour s k time,0,16,69,1,0,0,0,0,7,tell headache want use 1 hour s k time
587,ham,dun thk ill quit yet hmmm jazz yogasana oso meet em lessons den,0,24,110,0,1,0,0,0,4,dun thk ill quit yet hmmm jazz yogasana oso meet em lessons den
588,ham,pete please ring meive hardly gotany credit,0,9,53,0,0,0,0,0,2,pete please ring meive hardly gotany credit
589,ham,ya srsly better yi tho,0,6,27,0,0,0,0,0,1,ya srsly better yi tho
590,ham,meeting later,0,8,34,0,0,0,0,0,4,meeting later
591,spam,chance win 250 wkly shopping spree shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk,1,19,126,0,2,0,1,2,3,chance win 250 wkly shopping spree shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
592,spam,specially selected receive 2000 pound award 08712402050 lines close cost 10ppm 16 tcs apply ag promo,1,24,142,2,2,1,0,0,5,specially selected receive 2000 pound award 08712402050 lines close cost 10ppm 16 tcs apply ag promo
593,spam,private 2003 account statement 07753741225 shows 800 unredeemed points 08715203677 identifier code 42478 expires 241004,1,21,148,5,4,1,0,0,1,private 2003 account statement 07 75 37 41 22 5 shows 800 unredeemed points 08 71 52 03 67 7 identifier code 4 24 78 expires 24 10 04
594,ham,still grand prix,0,5,24,0,0,0,0,0,1,still grand prix
595,ham,met stranger choose friend long world stands friendship never ends lets friends forever gud nitz,0,28,147,0,1,3,0,0,11,met stranger choose friend long world stands friendship never ends lets friends forever gud nitz
596,ham,great,0,6,24,0,1,1,0,0,2,great
597,ham,gud mrng dear n day,0,7,29,0,0,0,0,0,2,gud mrng dear n day
598,spam,important customer serv announcement freephone 0800 542 0825,1,13,86,3,1,1,0,0,2,important customer serv announcement freephone 0800 542 0825
599,ham,exhausted train morning much wine pie sleep well,0,17,87,0,0,0,0,0,4,exhausted train morning much wine pie sleep well
600,ham,going buy mums present ar,0,8,38,0,0,0,0,0,2,going buy mums present ar
601,ham,mind blastin tsunamis occur rajnikant stopped swimming indian oceand,0,16,104,0,0,0,0,0,5,mind blastin tsunamis occur rajnik ant stopped swimming indian oceand
602,ham,sending home first lor ready yet,0,13,59,0,0,0,0,0,3,sending home first lor ready yet
603,ham,speaking cash yet,0,8,38,0,0,0,1,0,5,speaking cash yet
604,ham,happy come noon,0,8,38,0,1,0,0,0,2,happy come noon
605,ham,meet lunch la,0,4,22,0,0,0,0,0,1,meet lunch la
606,ham,take care and well soon,0,6,25,0,0,0,0,0,0,take care and well soon
607,spam,xclusiveclubsaisai 2morow 285 soiree speciale zouk n hols parisfree roses ladies info 0794674629107880867867,1,18,135,1,12,3,0,0,0,xclusive clubsai sai 2morow 2 85 soiree speciale zouk n hols paris free roses ladies info 07 94 67 46 29 10 78 80 86 78 67
608,ham,meant say cant wait getting bored bridgwater banter,0,18,87,0,1,0,0,0,7,meant say cant wait getting bored bridgw ater banter
609,ham,neva mind,0,4,19,0,0,0,0,0,1,neva mind
610,ham,fine imma drink somethin want come find,0,14,66,0,0,0,0,0,4,fine imma drink somethin want come find
611,spam,22 days k k euro2004 kept date latest news results daily removed send stop 83222,1,30,140,2,4,1,0,0,10,22 days k k euro2004 kept date latest news results daily removed send stop 83222
612,ham,valentine game send dis msg friends 5 answers are someone really loves ques colour suits bestrply,0,33,156,1,0,0,0,0,10,valentine game send dis msg friends 5 answers are someone really loves ques colour suits best rply
613,ham,many dependents,0,4,22,0,1,0,0,0,1,many dependents
614,ham,thanx4 today cer n catch ave find time often oh well take care c soonc,0,25,107,2,23,0,0,0,0,thanx4 today cer n catch ave find time often oh well take care c soonc
615,ham,called said himthen choose future,0,13,65,0,1,0,0,0,7,called said him then choose future
616,ham,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles 1st,0,27,147,0,1,0,0,0,11,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles 1st
617,ham,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt reaction lor,0,28,137,0,0,0,0,0,4,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt reaction lor
618,ham,family happiness,0,4,25,0,0,0,0,0,1,family happiness
619,ham,come and p k come immediately aft lesson,0,12,59,0,1,0,0,0,1,come and p k come immediately aft lesson
620,ham,let snow let snow kind weather brings ppl together friendships grow,0,19,103,0,0,0,0,0,7,let snow let snow kind weather brings ppl together friendships grow
621,ham,dear got dollars hi hi,0,9,37,0,0,0,0,0,1,dear got dollars hi hi
622,ham,good words words may leave dismay many times,0,11,58,0,0,0,0,0,1,good words words may leave dismay many times
623,ham,make sure alex knows birthday fifteen minutes far youre concerned,0,16,87,0,16,0,0,0,0,make sure alex knows birthday fifteen minutes far youre concerned
624,ham,sorry got things may pub later,0,13,58,0,0,0,0,0,5,sorry got things may pub later
625,ham,nah straight bring bud drinks something thats actually little useful straight cash,0,22,123,0,0,0,1,0,10,nah straight bring bud drinks something thats actually little useful straight cash
626,ham,haha good hear off ially paid market 8th,0,14,67,0,0,0,0,0,6,haha good hear off ially paid market 8th
627,ham,many l ks take center tootsie pop,0,15,66,0,0,0,0,0,7,many l ks take center tootsie pop
628,ham,yup thk are teacher said make face look longer darren ask cut short,0,23,102,1,0,0,0,0,8,yup thk are teacher said make face look longer darren ask cut short
629,spam,new textbuddy chat horny guys area 25p free receive search postcode gaytextbuddycom one name 89693,1,25,130,4,3,0,1,2,5,new textbuddy chat horny guys area 25p free receive search postcode gaytextbuddycom one name 89693
630,spam,todays vodafone numbers ending 4882 selected receive 350 award number matches 09064019014 receive 350 award,1,25,148,2,0,0,0,0,8,todays vodafone numbers ending 4882 selected receive 350 award number matches 09064019014 receive 350 award
631,ham,please say like hi hi hi,0,8,35,0,0,0,0,0,0,please say like hi hi hi
632,ham,thank,0,2,8,0,0,1,0,0,0,thank
633,ham,oh forwarded message thought send,0,13,62,0,1,0,0,0,7,oh forwarded message thought send
634,ham,got seventeen pounds seven hundred ml – hope,0,11,56,0,0,0,0,0,1,got seventeen pounds seven hundred ml – hope
635,spam,dear voucher holder claim weeks offer pc httpwwwetlpcoukexpressoffer tscs apply2 stop texts stop 80062,1,22,143,1,2,0,0,3,5,dear voucher holder claim weeks offer pc httpwwwetlpcoukexpressoffer tscs apply2 stop texts stop 80062
636,ham,and funny,0,5,20,0,0,0,0,0,2,and funny
637,ham,sweetheart hope kind day one loads reasons smile biola,0,19,100,0,0,1,0,0,9,sweetheart hope kind day one loads reasons smile biola
638,ham,login dat time dad fetching home,0,10,49,0,0,0,0,0,0,login dat time dad fetching home
639,ham,shower baby,0,8,36,0,0,0,0,0,5,shower baby
640,ham,askd question hours answer,0,11,53,0,1,0,0,0,3,askd question hours answer
641,ham,well imma definitely need restock thanksgiving ill let know,0,15,88,0,0,0,0,0,5,well imma definitely need restock thanksgiving ill let know
642,ham,said kiss kiss cant sound effects gorgeous man isnt kind person needs smile brighten day,0,29,133,0,0,3,0,0,11,said kiss kiss cant sound effects gorgeous man isnt kind person needs smile brighten day
643,ham,probably gonna swing wee bit,0,8,36,0,0,0,0,0,3,probably gonna swing wee bit
644,ham,ya n ready thursday,0,8,37,0,0,0,0,0,2,ya n ready thursday
645,ham,allo braved buses taken trains triumphed mean we‘re b‘ham jolly good rest week,0,25,123,0,1,1,0,0,9,allo braved buses taken trains triumphed mean we‘re b‘ham jolly good rest week
646,ham,watching cartoon listening mus amp eve temple amp church,0,16,92,0,0,0,0,0,4,watching cartoon listening mus amp eve temple amp church
647,ham,mind ask happened say uncomfortable,0,17,80,0,1,0,0,0,8,mind ask happened say uncomfortable
648,spam,private 2003 account statement shows 800 unredeemed points 08715203694 identifier code 40533 expires 311004,1,20,136,4,4,1,0,0,1,private 2003 account statement shows 800 unredeemed points 08 71 52 03 69 4 identifier code 40533 expires 311004
649,ham,prob send email,0,8,35,0,1,0,0,0,3,prob send email
650,spam,1000 cash 2000 prize claim call09050000327 tc rstm sw7 3ss 150ppm,1,17,97,0,4,1,2,0,4,1000 cash 2000 prize claim call09050000327 tc rstm sw7 3ss 150ppm
651,ham,thats cool sometimes slow gentle sonetimes rough hard,0,11,66,0,0,1,0,0,2,thats cool sometimes slow gentle sonetimes rough hard
652,ham,gonna say sorry would normal starting pan time sorry seeing tuesday,0,23,119,0,1,1,0,0,7,gonna say sorry would normal starting pan time sorry seeing tuesday
653,ham,wait know wesleys town bet hella drugs,0,14,65,0,1,1,0,0,6,wait know wesleys town bet hella drugs
654,ham,fine miss much,0,6,26,0,0,0,0,0,3,fine miss much
655,ham,got persons story,0,6,28,0,0,0,0,0,1,got persons story
656,ham,tell drug dealers getting impatient,0,7,45,0,0,0,0,0,2,tell drug dealers getting impatient
657,ham,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet send care msg gud evng,0,37,157,0,3,0,0,0,12,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet send care msg gud evng
658,ham,place man,0,9,36,0,0,0,0,0,6,place man
659,ham,doesnt make sense take unless free need know wikipediacom,0,18,94,0,0,0,1,2,6,doesnt make sense take unless free need know wikipedia com
660,spam,88800 89034 premium phone serv es 08718711108,1,9,59,3,0,0,0,0,2,8 88 00 8 90 34 premium phone serv es 08 71 87 11 10 8
661,ham,sea lays rock rock envelope envelope paper paper 3 words,0,29,140,1,0,0,0,0,14,sea lays rock rock envelope envelope paper paper 3 words
662,ham,mums repent,0,4,22,0,0,0,0,0,0,mums repent
663,ham,sorry going home first daddy come fetch later,0,10,56,0,0,0,0,0,1,sorry going home first daddy come fetch later
664,ham,leave de start prepare next,0,7,43,0,0,0,0,0,2,leave de start prepare next
665,ham,yes baby study positions kama sutra,0,13,61,0,0,1,0,0,5,yes baby study positions kama sutra
666,ham,en chikku nange bakra msg kalstiyathen teacoffee,0,8,56,0,0,0,0,0,1,en chikku nange bakr a msg kalstiy athen tea coffee
667,ham,carlosll minute still need buy,0,12,54,0,0,0,0,0,7,carlosll minute still need buy
668,ham,pay ltdecimalgt lakhs,0,7,37,0,0,0,0,0,1,pay ltdecimalgt lakhs
669,ham,good evening ttyl,0,5,25,0,0,1,0,0,1,good evening ttyl
670,ham,receive msg,0,5,21,0,0,0,0,0,1,receive msg
671,ham,ho ho big belly laugh ya tomo,0,9,36,0,0,1,0,0,0,ho ho big belly laugh ya tomo
672,spam,sms ac sun0819 posts helloyou seem cool wanted say hi hi stop send stop 62468,1,17,93,1,3,3,0,0,2,sms ac sun08 19 posts hello you seem cool wanted say hi hi stop send stop 62468
673,spam,1st ringtone free reply msg tone gr8 top 20 tones phone every week 150 per wk opt send stop 08452810071 16,1,32,153,4,6,1,1,0,7,1st ringtone free reply msg tone gr8 top 20 tones phone every week 150 per wk opt send stop 08 45 28 10 07 1 16
674,ham,ditto wont worry saying anything anymore like said last night whatever want ill peace,0,30,153,0,1,0,0,0,15,ditto wont worry saying anything anymore like said last night whatever want ill peace
675,ham,ive got way could p k,0,11,46,0,1,0,0,0,1,ive got way could p k
676,ham,knw pa drink milk,0,8,34,0,1,0,0,0,2,knw pa drink milk
677,ham,maybe say hi find got card great escape wetherspoons,0,18,80,0,0,1,0,0,6,maybe say hi find got card great escape wether spoons
678,ham,piggy are u awake bet ure still sleeping going lunch,0,14,69,1,1,0,0,0,0,piggy are u awake bet ure still sleeping going lunch
